Assists coeff,Deaths Coeff,Double Kill,First Blood Assist,First Blood Kill,First Inhibitor Assist,First Inhibitor Kill,First Tower Assist,First Tower Kill,Gold Earned Coeff,Gold Spent Coeff,Killing Spree,Kills Coeff,Largest Killing Spree,Largest Multi Kill,Magic Damage Taken Coeff,Minions Killed Coeff,Neutral Minions Killed Coeff,Neutral Minions Killed Enemy Jungle Coeff,Neutral Minions Killed Team Jungle Coeff,Penta Kills,Physical Damage Taken Coeff,Quadra Kills,Sight Wards Bought In Game Coeff,Total Damage Dealt Coeff,Total Damage Dealt To Champions Coeff,Total Damage Taken Coeff,Total Heal Coeff,Total Time Crowd Control Dealt Coeff,Total Units Healed Coeff,Tower Kills Coeff,Vision Wards Bought In Game Coeff,Wards Killed Coeff,Wards Placed Coeff,Creeps Per Min Deltas 0-10,Creeps Per Min Deltas 10-20,CS Per 20,CS Per 30,CS Diff Per Min Deltas 0-10,CS Diff Per Min Deltas 10-20,CS Diff 20,CS Diff 30,Damage Taken Diff Per Min Deltas 0-10,Damage Taken Diff Per Min Deltas 10-20,Dmg Take Diff 20,Dmg Take Diff 30,Damage Taken Per Min Deltas 0-10,Damage Taken Per Min Deltas 10-20,Dmg Take Per 20,Dmg Take Per 30,Gold Per Min Deltas 0-10,Gold Per Min Deltas 10-20,Gold 20,Gold 30,XP Diff Per Min Deltas 0-10,XP Diff Per Min Deltas 10-20,XP Diff 20,XP Diff 30,XP Per Min Deltas 0-10,XP Per Min Deltas 10-20,XP Per 20,XP Per 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
